name_en,name_ar,short_description_en,short_description_ar,description_en,description_ar,total_quantity,sku,price,expiry_alarm_before,brand_id,active,free_shipping,allow_review,slug,vendor_id,image_url,final_price
2B 1.8 Meter DC2 to Audio Cable,2 بي متوافق مع متعدد - كابل صوت,2B 1.8 Meter DC2 to Audio Cable,2 بي متوافق مع متعدد - كابل صوت,Brand: 2B<br>Package thickness: 11.8 centimeters<br>Package weight in KGs: 300 grams<br>Type: Audio Cable<br>Wireless LAN: <br>Compatible with: Multi<br>EAN-13: 4892221002040<br>Expirable: <br>Package height: 4.6 centimeters<br>Package Width: 15 centimeters<br>Serial Scan Required: <br>Item EAN: 2724539680745<br>,حزمة سمك: 11.8 centimeters<br>وزن الحزمة: 300 grams<br>الشبكة المحلية اللاسلكية: <br>EAN-13: 4892221002040<br>العلامة التجارية: 2 بي<br>النوع: كابل صوت<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2724539680745<br>,98,3008742882,48,30,280,1,0,1,2B-1-8-Meter-DC2-to-Audio-Cable,1,/images/24031/item_XXL_28165904_72924592.jpg,38.4
"Iconz XBR04R Bazix Micro USB Cable, 2.4 Ampere - Red",كابل مايكرو يو اس بي بازيكس من ايكونز، 2.4 امبير XBR04R - احمر,"Iconz XBR04R Bazix Micro USB Cable, 2.4 Ampere - Red",كابل مايكرو يو اس بي بازيكس من ايكونز، 2.4 امبير XBR04R - احمر,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>UPC-A: 053722701663<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602112644<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>UPC-A: 053722701663<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602112644<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,97,3958335362,34.77,30,288,1,0,1,Iconz-XBR04R-Bazix-Micro-USB-Cable-2-4-Ampere-Red,1,/images/24034/item_XXL_131425916_cb0dcbf3c0882.jpg,28.51
"Iconz XBL04K Bazix Lightning Cable, 2.4 Ampere - Black",كابل لايتنينج بازيكس من ايكونز، 2.4 امبير XBL04K - اسود,"Iconz XBL04K Bazix Lightning Cable, 2.4 Ampere - Black",كابل لايتنينج بازيكس من ايكونز، 2.4 امبير XBL04K - اسود,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602102201<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602102201<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,98,5507438284,39.92,30,288,1,0,1,Iconz-XBL04K-Bazix-Lightning-Cable-2-4-Ampere-Black,1,/images/24035/item_XXL_131425939_b84dd8c754dd8.jpg,30.74
"Iconz XBR05G Bazix Aluminum Micro USB Cable, 2.1 Ampere - Gold",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR05G، 2.1 امبير - ذهبي,"Iconz XBR05G Bazix Aluminum Micro USB Cable, 2.1 Ampere - Gold",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR05G، 2.1 امبير - ذهبي,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602115928<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602115928<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,98,7136591297,48.94,30,288,1,0,1,Iconz-XBR05G-Bazix-Aluminum-Micro-USB-Cable-2-1-Ampere-Gold,1,/images/24036/item_XXL_131426279_82d5523e5a523.jpg,37.68
"Iconz XBR05S Bazix Aluminum Micro USB Cable, 2.1 Ampere - Silver",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR05S، 2.1 امبير - فضي,"Iconz XBR05S Bazix Aluminum Micro USB Cable, 2.1 Ampere - Silver",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR05S، 2.1 امبير - فضي,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>UPC-A: 053722701687<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602113221<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>UPC-A: 053722701687<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602113221<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,99,7284802692,53,30,288,1,0,1,Iconz-XBR05S-Bazix-Aluminum-Micro-USB-Cable-2-1-Ampere-Silver,1,/images/24037/item_XXL_131425944_41cdf4944b554.jpg,41.34
"Iconz XBL05G Bazix Aluminum Lightning Cable, 2.1 Ampere - Gold",كابل لايتنينج الومنيوم بازيكس من ايكونز XBL05G، 2.1 امبير - ذهبي,"Iconz XBL05G Bazix Aluminum Lightning Cable, 2.1 Ampere - Gold",كابل لايتنينج الومنيوم بازيكس من ايكونز XBL05G، 2.1 امبير - ذهبي,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 334 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602109644<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 334 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602109644<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,96,1350583206,57.96,30,288,1,0,1,Iconz-XBL05G-Bazix-Aluminum-Lightning-Cable-2-1-Ampere-Gold,1,/images/24038/item_XXL_131426065_1624994d1b3b3.jpg,42.89
"Iconz XBL05S Bazix Aluminum Lightning Cable, 2.1 Ampere - Silver",كابل لايتنينج الومنيوم بازيكس من ايكونز XBL05S، 2.1 امبير - فضي,"Iconz XBL05S Bazix Aluminum Lightning Cable, 2.1 Ampere - Silver",كابل لايتنينج الومنيوم بازيكس من ايكونز XBL05S، 2.1 امبير - فضي,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602109088<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602109088<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,7335442283,57.96,30,288,1,0,1,Iconz-XBL05S-Bazix-Aluminum-Lightning-Cable-2-1-Ampere-Silver,1,/images/24039/item_XXL_131426043_71bcb451bac2e.jpg,42.89
"Iconz XBR06K Bazix Aluminum Micro USB Cable, 2.4 Ampere - Black",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR06K، 2.4 امبير - اسود,"Iconz XBR06K Bazix Aluminum Micro USB Cable, 2.4 Ampere - Black",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR06K، 2.4 امبير - اسود,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602102898<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602102898<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,81,4489861921,55.38,30,288,1,0,1,Iconz-XBR06K-Bazix-Aluminum-Micro-USB-Cable-2-4-Ampere-Black,1,/images/24040/item_XXL_131425955_117aa457fb553.jpg,55.38
"Iconz XBC06R Bazix Aluminum Type-C Cable, 2.4 Ampere - Red",كابل النوع سي الومنيوم بازيكس من ايكونز XBC06R، 2.4 امبير - احمر,"Iconz XBC06R Bazix Aluminum Type-C Cable, 2.4 Ampere - Red",كابل النوع سي الومنيوم بازيكس من ايكونز XBC06R، 2.4 امبير - احمر,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602108463<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602108463<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,97,3359229697,64.4,30,288,1,0,1,Iconz-XBC06R-Bazix-Aluminum-Type-C-Cable-2-4-Ampere-Red,1,/images/24041/item_XXL_131425966_1003cdc29f4bf.jpg,52.16
"Iconz XBR08T Bazix Aluminum Micro USB Cable, 2.4 Ampere - Black",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR08T، 2.4 امبير - اسود,"Iconz XBR08T Bazix Aluminum Micro USB Cable, 2.4 Ampere - Black",كابل مايكرو يو اس بي الومنيوم بازيكس من ايكونز XBR08T، 2.4 امبير - اسود,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602121318<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602121318<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,97,6232131322,70,30,288,1,0,1,Iconz-XBR08T-Bazix-Aluminum-Micro-USB-Cable-2-4-Ampere-Black,1,/images/24042/item_XXL_131426281_a3a10a4325cb1.jpg,49
"Iconz XBC08T Bazix Aluminum Type-C Cable, 2.4 Ampere - Black",كابل النوع سي الومنيوم بازيكس من ايكونز XBC08T، 2.4 امبير - اسود,"Iconz XBC08T Bazix Aluminum Type-C Cable, 2.4 Ampere - Black",كابل النوع سي الومنيوم بازيكس من ايكونز XBC08T، 2.4 امبير - اسود,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602121332<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602121332<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,98,4528133900,81,30,288,1,0,1,Iconz-XBC08T-Bazix-Aluminum-Type-C-Cable-2-4-Ampere-Black,1,/images/24043/item_XXL_131426282_405cceccdfd60.jpg,59.94
"Iconz XBL08T Bazix Aluminum Lightning Cable, 2.4 Ampere - Black",كابل لايتنينج الومنيوم بازيكس من ايكونز XBL08T، 2.4 امبير - اسود,"Iconz XBL08T Bazix Aluminum Lightning Cable, 2.4 Ampere - Black",كابل لايتنينج الومنيوم بازيكس من ايكونز XBL08T، 2.4 امبير - اسود,Brand: Iconz<br>Package thickness: 26.6 centimeters<br>Package weight in KGs: 336 grams<br>Type: Cables<br>Compatible with: Multi<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 16 centimeters<br>Serial Scan Required: <br>Item EAN: 2725602116000<br>,حزمة سمك: 26.6 centimeters<br>وزن الحزمة: 336 grams<br>العلامة التجارية: ايكونز<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2725602116000<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,92,5451155275,74.7,30,288,1,0,1,Iconz-XBL08T-Bazix-Aluminum-Lightning-Cable-2-4-Ampere-Black,1,/images/24044/item_XXL_131426283_b4500977bd2bf.jpg,62
LDNIO LS-371 type c USB 1.0m Fast Charging cable Data Cable,LDNIO متوافق مع هواتف خلوية - كوابل الاتصال,LDNIO LS-371 type c USB 1.0m Fast Charging cable Data Cable,LDNIO متوافق مع هواتف خلوية - كوابل الاتصال,Brand: LDNIO<br>Package thickness: 13.5 centimeters<br>Package weight in KGs: 40 grams<br>Type: Connection Cables<br>Compatible with: Mobile Phones<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 4.5 centimeters<br>Serial Scan Required: <br>Item EAN: 2725240807414<br>,حزمة سمك: 13.5 centimeters<br>وزن الحزمة: 40 grams<br>العلامة التجارية: LDNIO<br>النوع: كوابل الاتصال<br>متوافق مع: هواتف خلوية<br>الرقم المميز للسلعة: 2725240807414<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,99,2401401194,22.5,30,693,1,0,1,LDNIO-LS-371-type-c-USB-1-0m-Fast-Charging-cable-Data-Cable,1,/images/24045/item_XXL_95433705_e91e733a7dbe7.jpg,18.23
LDNIO LS-371 Micro USB 1.0m Fast Charging cable Data Cable,كابل يو اس بي للاندرويد من لدنيو LS371 -مايكرو يدعم الشحن السريع,LDNIO LS-371 Micro USB 1.0m Fast Charging cable Data Cable,كابل يو اس بي للاندرويد من لدنيو LS371 -مايكرو يدعم الشحن السريع,Brand: LDNIO<br>Package thickness: 4.6 centimeters<br>Package weight in KGs: 40 grams<br>Type: Cables<br>Compatible with: Mobile Phones<br>EAN-13: 6933138643716<br>Expirable: <br>Package height: 2 centimeters<br>Package Width: 20.8 centimeters<br>Serial Scan Required: <br>Item EAN: 2724910082137<br>,حزمة سمك: 4.6 centimeters<br>وزن الحزمة: 40 grams<br>EAN-13: 6933138643716<br>العلامة التجارية: LDNIO<br>النوع: كوابل<br>متوافق مع: هواتف خلوية<br>الرقم المميز للسلعة: 2724910082137<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,96,5957882331,16,30,693,1,0,1,LDNIO-LS-371-Micro-USB-1-0m-Fast-Charging-cable-Data-Cable,1,/images/24046/item_XXL_62464338_0e9713e2d5138.jpg,12.8
LDNIO XS-07 Quick Charge & Data Sync Micro USB Cable For Android,لدنيو كابل شحن للاجهزة الاندرويد شحن سريع 2.4/3 أمبير فصل تلقائي 1 متر لون ابيض,LDNIO XS-07 Quick Charge & Data Sync Micro USB Cable For Android,لدنيو كابل شحن للاجهزة الاندرويد شحن سريع 2.4/3 أمبير فصل تلقائي 1 متر لون ابيض,Brand: LDNIO<br>Type: Cables<br>Compatible with: Mobile Phones<br>Item EAN: 2724746924632<br>,العلامة التجارية: LDNIO<br>النوع: كوابل<br>متوافق مع: هواتف خلوية<br>الرقم المميز للسلعة: 2724746924632<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,94,4102023717,34,30,693,1,0,1,LDNIO-XS-07-Quick-Charge-Data-Sync-Micro-USB-Cable-For-Android,1,/images/24050/item_XXL_46295451_1aa160265ea44.jpg,28.56
LDNIO LS23  Micro USB Charging & Data Cable 2.4A - Red,LDNIO LS23  Micro USB Charging & Data Cable 2.4A - Red,LDNIO LS23  Micro USB Charging & Data Cable 2.4A - Red,LDNIO LS23  Micro USB Charging & Data Cable 2.4A - Red,Brand: LDNIO<br>Package thickness: 16 centimeters<br>Package weight in KGs: 26 grams<br>Type: Cables<br>Wireless LAN: <br>Compatible with: Mobile Phones<br>EAN-13: 6933138640234<br>Expirable: <br>Package height: 1.2 centimeters<br>Package Width: 5 centimeters<br>Serial Scan Required: <br>Item EAN: 2724450095598<br>,حزمة سمك: 16 centimeters<br>وزن الحزمة: 26 grams<br>الشبكة المحلية اللاسلكية: <br>EAN-13: 6933138640234<br>العلامة التجارية: ال دي ان اي او<br>النوع: كابل<br>متوافق مع: هواتف خلوية<br>الرقم المميز للسلعة: 2724450095598<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,94,7403060103,110,30,693,1,0,1,LDNIO-LS23-Micro-USB-Charging-Data-Cable-2-4A-Red,1,/images/24052/item_XXL_22697976_31482852.jpg,78.1
LDNIO data cable ios xs-07 - sky blue,كابل للايفون  ال دي ان اي او - ازرق سماوي  xs-07,LDNIO data cable ios xs-07 - sky blue,كابل للايفون  ال دي ان اي او - ازرق سماوي  xs-07,Brand: LDNIO<br>Package thickness: 5.3 centimeters<br>Package weight in KGs: 32 grams<br>Type: Data Cable<br>Wireless LAN: <br>Compatible with: Mobile Phones<br>Expirable: <br>Package height: 1.8 centimeters<br>Package Width: 27 centimeters<br>Serial Scan Required: <br>Item EAN: 2724642894664<br>,حزمة سمك: 5.3 centimeters<br>وزن الحزمة: 32 grams<br>الشبكة المحلية اللاسلكية: <br>العلامة التجارية: ال دي ان اي او<br>النوع: كوابل<br>نوع: <br>متوافق مع: هواتف خلوية<br>الرقم المميز للسلعة: 2724642894664<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,99,3124582848,24,30,693,1,0,1,LDNIO-data-cable-ios-xs-07-sky-blue,1,/images/24057/item_XXL_36664404_143682443.jpg,17.28
